Scheme Name,AMC Name,Fund Type,Category,Sub Category,Risk Level,Fund Rating,Return 1Y (%),Return 3Y (%),Return 5Y (%),Expense Ratio (%),NAV (₹),AUM (Cr),Fund Age (Years),Min SIP (₹),Min Lumpsum (₹),Fund Manager,Investment Strategy,Norm_Return_1Y,Norm_Return_3Y,Norm_Return_5Y,Norm_Expense_Ratio,Norm_Fund_Age,Norm_AUM,Score,Rank
SBI Regular Savings Conservative Hybrid Plan - Regular Plan - IDCW,SBI Mutual Fund,Hybrid,Conservative Hybrid,Regular Savings,Low to Moderate,4,7.65,11.39,11.01,0.96,759.7,6438.06,30.0,500,10000,S. Nagnath,Value,0.2274864376130199,0.21492890995260663,0.25325586054898813,0.3598326359832636,1.0,0.02573871725339548,51.61,722
Quant Pharma Sectoral Scheme - Regular Plan - Growth,Quant Mutual Fund,Equity,Sectoral,Pharma,Very High,4,33.46,26.95,23.64,2.44,366.68,1937.41,28.4,500,5000,Divam Sharma,GARP,0.6942133815551537,0.583649289099526,0.5063113604488078,0.9790794979079498,0.9457627118644067,0.007735867373839149,51.58,723
Tata Dynamic Multi Cap Plan - Direct Plan - IDCW,Tata Mutual Fund,Equity,Multi Cap,Dynamic,High,3,12.29,19.91,15.71,1.07,754.79,553.8,25.5,1500,500,R. Srinivasan,Passive,0.31139240506329113,0.416824644549763,0.34742536565818466,0.40585774058577406,0.8474576271186441,0.0022013505547456994,51.57,724
JM Financial Banking Sectoral Plan - Regular Plan - Growth,JM Financial Mutual Fund,Equity,Sectoral,Banking,Very High,3,37.5,32.34,35.92,2.33,349.34,3605.56,11.4,100,5000,Roshi Jain,Value,0.7672694394213382,0.7113744075829384,0.7523542376277298,0.9330543933054393,0.3694915254237288,0.014408559990812673,51.57,725
Bank of India Balanced Advantage Aggressive Hybrid Fund - Regular Plan - Growth,Bank of India Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,High,4,17.19,12.08,8.39,0.64,277.97,80.07,23.0,500,25000,Harsha Upadhyaya,Blend,0.4,0.23127962085308054,0.20076137046684028,0.22594142259414224,0.7627118644067797,0.00030640425289103014,51.56,726
SBI Low Duration Short Duration Scheme - Regular Plan - IDCW,SBI Mutual Fund,Debt,Short Duration,Low Duration,Low,2,9.81,7.48,11.94,0.37,479.49,287.04,26.5,1000,1000,Swarup Mohanty,Passive,0.26654611211573237,0.12227488151658769,0.2718894009216589,0.11297071129707112,0.8813559322033899,0.0011342957440249272,51.54,727
Parag Parikh Banking Sectoral Scheme - Direct Plan - IDCW,Parag Parikh Mutual Fund,Equity,Sectoral,Banking,High,5,30.01,30.74,29.86,2.37,206.7,6939.61,4.1,2000,5000,Neelesh Surana,Index,0.6318264014466546,0.6734597156398103,0.6309356842316168,0.9497907949790795,0.12203389830508472,0.027744945099837985,51.51,728
SBI Nifty 100 Index Fund Scheme - Regular Plan - Growth,SBI Mutual Fund,Other,Index Fund,Nifty 100,Moderate,3,12.4,15.23,18.18,0.21,355.67,2838.07,2.8,1000,10000,Pranav Gokhale,Passive,0.3133815551537071,0.3059241706161137,0.39691444600280495,0.046025104602510455,0.07796610169491525,0.011338557379176425,51.51,729
Invesco Income Conservative Hybrid Fund - Direct Plan - Growth,Invesco Mutual Fund,Hybrid,Conservative Hybrid,Income,Low to Moderate,4,14.4,9.28,8.32,0.57,413.52,1583.57,16.7,5000,5000,Ashish Kela,Blend,0.3495479204339964,0.16492890995260662,0.1993588459226608,0.19665271966527192,0.5491525423728814,0.00632048772836967,51.51,730
Nippon India Money Market Short Duration Plan - Regular Plan - Growth,Nippon India Mutual Fund,Debt,Short Duration,Money Market,Low,3,12.32,5.39,9.62,0.5,267.68,48.58,27.7,500,5000,Rahul Baijal,GARP,0.3119349005424955,0.07274881516587678,0.22540573031456618,0.16736401673640167,0.9220338983050848,0.00018044250454196306,51.5,731
Aditya Birla Sun Life Tax Advantage ELSS Plan - Regular Plan - Growth,Aditya Birla Sun Life Mutual Fund,Equity,ELSS,Tax Advantage,Moderately High,4,22.39,23.44,22.62,1.64,146.47,16.45,10.5,100,1000,Sohini Andani,Income,0.49403254972875227,0.500473933649289,0.48587457423362046,0.6443514644351463,0.3389830508474576,5.192072065960275e-05,51.5,732
Quant Money Market Short Duration Scheme - Regular Plan - IDCW,Quant Mutual Fund,Debt,Short Duration,Money Market,Low,3,7.24,6.45,4.18,0.35,116.55,597.62,25.5,5000,1000,Sohini Andani,Value,0.2200723327305606,0.09786729857819906,0.11640953716690039,0.10460251046025104,0.8474576271186441,0.002376632987665869,51.5,733
Tata Balanced Advantage Aggressive Hybrid Fund - Regular Plan - Growth,Tata Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,Moderately High,4,27.57,21.02,24.22,1.64,165.78,247.14,11.6,500,5000,R. Srinivasan,Income,0.5877034358047016,0.443127962085308,0.517932278100581,0.6443514644351463,0.3762711864406779,0.000974693528746179,51.44,734
Baroda BNP Paribas Dynamic Multi Cap Fund - Regular Plan - IDCW,Baroda BNP Paribas Mutual Fund,Equity,Multi Cap,Dynamic,High,4,16.34,10.85,13.32,0.72,278.32,7374.58,29.0,1000,10000,Shreyash Devalkar,Index,0.38462929475587704,0.20213270142180093,0.29953917050691237,0.25941422594142255,0.9661016949152543,0.029484849249707585,51.4,735
Bandhan Tax Advantage ELSS Plan - Regular Plan - IDCW,Bandhan Mutual Fund,Equity,ELSS,Tax Advantage,Moderately High,3,24.68,19.715,19.26,0.92,322.96,3148.96,1.7,1500,500,Ashish Kela,Blend,0.5354430379746835,0.4122037914691943,0.41855339611300335,0.34309623430962344,0.04067796610169491,0.012582134640028804,51.39,736
JM Financial Focused Large Cap Plan - Direct Plan - Growth,JM Financial Mutual Fund,Equity,Large Cap,Focused,Moderately High,3,12.59,15.24,10.5,0.34,666.7,1354.69,9.3,100,10000,Gopal Agrawal,Value,0.31681735985533455,0.30616113744075824,0.24303746744139448,0.10041841004184102,0.2983050847457627,0.005404955020775689,51.38,737
Mahindra Manulife Index Large Cap Scheme - Direct Plan - Growth,Mahindra Manulife Mutual Fund,Equity,Large Cap,Index,Moderate,4,26.67,21.45,23.18,1.54,322.42,354.73,5.1,500,10000,Sankaran Naren,GARP,0.5714285714285715,0.45331753554502363,0.4970947705870566,0.602510460251046,0.1559322033898305,0.001405059502225891,51.36,738
Kotak Mahindra Dividend Yield Thematic Scheme - Direct Plan - IDCW,Kotak Mahindra Mutual Fund,Equity,Thematic,Dividend Yield,Moderately High,4,9.26,15.65,18.27,1.06,704.82,2636.18,27.8,1000,500,Amit Ganatra,Blend,0.2566003616636528,0.3158767772511848,0.3987176918453215,0.401673640167364,0.9254237288135594,0.010530986170088042,51.32,739
Quant Gift Children's Fund Plan - Direct Plan - IDCW,Quant Mutual Fund,Solution Oriented,Children's Fund,Gift,Moderate,4,8.83,8.32,6.17,0.45,537.49,18922.41,26.0,500,5000,Sailesh Raj Bhan,GARP,0.24882459312839061,0.14218009478672985,0.15628130635143256,0.14644351464435146,0.864406779661017,0.07567681039412827,51.31,740
Quantum Index Large Cap Plan - Direct Plan - Growth,Quantum Mutual Fund,Equity,Large Cap,Index,Moderate,4,21.57,16.04,14.5,1.28,569.78,74.34,17.5,2500,10000,Vinay Sharma,GARP,0.47920433996383366,0.3251184834123222,0.3231817271087958,0.4937238493723849,0.576271186440678,0.0002834839347570145,51.29,741
L&T Money Market Short Duration Scheme - Direct Plan - Growth,L&T Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,3,10.24,5.79,2.99,0.3,329.82,267.33,27.8,1000,1000,Gopal Agrawal,Active,0.27432188065099455,0.08222748815165878,0.09256661991584852,0.08368200836820083,0.9254237288135594,0.001055454649710538,51.21,742
ICICI Prudential Education Children's Fund Scheme - Regular Plan - IDCW,ICICI Prudential Mutual Fund,Solution Oriented,Children's Fund,Education,Moderately High,5,12.73,14.84,16.97,0.44,314.04,190.22,1.2,5000,5000,Ashish Kela,Index,0.3193490054249548,0.29668246445497626,0.3726708074534161,0.1422594142259414,0.02372881355932203,0.0007470103685039149,51.21,743
Quant Index Large Cap Plan - Regular Plan - IDCW,Quant Mutual Fund,Equity,Large Cap,Index,Moderately High,3,8.06,14.8,14.23,0.69,279.96,9986.67,25.1,5000,1000,Chandraprakash Padiyar,Active,0.2349005424954792,0.2957345971563981,0.3177719895812462,0.24686192468619245,0.8338983050847458,0.03993335427495734,51.15,744
ICICI Prudential International Fund of Funds Plan - Regular Plan - Growth,ICICI Prudential Mutual Fund,Other,Fund of Funds,International,Moderately High,3,23.3,19.91,24.72,0.98,213.56,22844.47,2.7,5000,10000,Ashish Kela,GARP,0.510488245931284,0.416824644549763,0.5279503105590061,0.36820083682008364,0.07457627118644068,0.09136526814992192,51.14,745
Mahindra Manulife Focused Large Cap Fund - Direct Plan - IDCW,Mahindra Manulife Mutual Fund,Equity,Large Cap,Focused,Moderately High,4,25.95,18.58,14.48,1.32,770.11,1860.56,9.4,5000,500,Chirag Setalvad,GARP,0.5584086799276673,0.38530805687203784,0.32278100581045877,0.5104602510460251,0.3016949152542373,0.007428463107067926,51.13,746
Kotak Mahindra Bluechip Large Cap Fund - Regular Plan - IDCW,Kotak Mahindra Mutual Fund,Equity,Large Cap,Bluechip,Moderately High,4,18.375,19.82,15.34,1.72,516.06,98.78,26.4,100,500,Dhaval Gada,Passive,0.42142857142857143,0.41469194312796204,0.34001202163895006,0.6778242677824268,0.8779661016949153,0.0003812452916846486,51.1,747
DSP Discovery Mid Cap Fund - Direct Plan - IDCW,DSP Mutual Fund,Equity,Mid Cap,Discovery,Moderately High,5,22.02,15.66,20.46,1.44,734.12,1792.54,19.5,500,5000,Rajeev Thakkar,Blend,0.4873417721518987,0.3161137440758294,0.4425966740132237,0.5606694560669455,0.6440677966101696,0.007156379330545108,51.1,748
L&T Income Conservative Hybrid Fund - Direct Plan - Growth,L&T Mutual Fund,Hybrid,Conservative Hybrid,Income,Low to Moderate,4,7.03,10.35,6.16,0.31,346.54,137.44,12.6,500,5000,Nimesh Chandan,Index,0.2162748643761302,0.19028436018957345,0.15608094570226405,0.08786610878661089,0.4101694915254237,0.0005358874381176411,51.09,749
UTI Overnight Liquid Fund - Direct Plan - Growth,UTI Mutual Fund,Debt,Liquid,Overnight,Low,4,6.39,6.27,6.23,0.47,712.85,186.86,23.7,1500,1000,Sankaran Naren,Index,0.2047016274864376,0.09360189573459715,0.1574834702464436,0.15481171548117154,0.7864406779661017,0.0007335701819541256,51.08,750
Mahindra Manulife Corporate Bond Medium Duration Fund - Regular Plan - IDCW,Mahindra Manulife Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,4,7.75,7.58,3.78,0.52,643.5,1893.55,25.9,2000,5000,Vinay Sharma,Growth,0.22929475587703435,0.12464454976303319,0.10839511120016027,0.17573221757322174,0.8610169491525423,0.007560424938698149,51.07,751
Franklin Templeton Banking & PSU Medium Duration Fund - Regular Plan - IDCW,Franklin Templeton Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,3,11.65,5.84,9.7,0.44,592.04,4200.81,29.9,1000,1000,Ashish Kela,Blend,0.29981916817359855,0.08341232227488152,0.22700861550791418,0.1422594142259414,0.9966101694915255,0.016789593039551392,51.07,752
Aditya Birla Sun Life Flexi Cap Multi Cap Plan - Direct Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Equity,Multi Cap,Flexi Cap,Moderate,4,21.98,19.09,16.56,1.36,212.0,2184.98,10.3,500,25000,Ashish Kela,Active,0.48661844484629296,0.3973933649289099,0.36445602083750744,0.5271966527196653,0.3322033898305085,0.008726161119116334,51.06,753
Sundaram MNC Thematic Scheme - Regular Plan - Growth,Sundaram Mutual Fund,Equity,Thematic,MNC,High,5,12.74,17.44,16.08,1.31,554.79,383.91,26.3,1000,1000,Pranav Gokhale,Active,0.31952983725135625,0.3582938388625592,0.35483870967741926,0.5062761506276151,0.8745762711864408,0.0015217811223219781,51.06,754
Bandhan Income Conservative Hybrid Plan - Regular Plan - Growth,Bandhan Mutual Fund,Hybrid,Conservative Hybrid,Income,Low to Moderate,3,14.48,11.67,12.16,0.3,39.7,999.11,6.4,2500,5000,Kalpen Parekh,Growth,0.350994575045208,0.22156398104265404,0.276297335203366,0.08368200836820083,0.2,0.003982615278700068,51.05,755
Canara Robeco Tax Advantage ELSS Scheme - Regular Plan - IDCW,Canara Robeco Mutual Fund,Equity,ELSS,Tax Advantage,High,5,20.17,19.715,19.26,0.99,257.15,3178.07,1.9,1500,10000,Mahesh Patil,Value,0.45388788426763116,0.4122037914691943,0.41855339611300335,0.3723849372384937,0.04745762711864407,0.012698576256238438,51.03,756
Mirae Asset Overnight Liquid Plan - Regular Plan - Growth,Mirae Asset Mutual Fund,Debt,Liquid,Overnight,Low,3,6.54,6.61,11.02,0.46,464.56,894.43,28.0,1000,10000,Prashant Jain,Blend,0.20741410488245932,0.10165876777251187,0.25345622119815664,0.1506276150627615,0.9322033898305085,0.0035638894667857986,51.03,757
SBI Equity Arbitrage Arbitrage Plan - Regular Plan - IDCW,SBI Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,3,9.61,7.11,3.88,0.64,787.86,12222.31,28.2,500,25000,Manish Gunwani,Income,0.2629294755877034,0.11350710900473934,0.1103987176918453,0.22594142259414224,0.9389830508474576,0.048876038399412985,51.02,758
Mirae Asset Balanced Advantage Aggressive Hybrid Scheme - Direct Plan - Growth,Mirae Asset Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,Moderately High,4,23.46,15.68,20.68,1.62,609.91,8956.63,28.7,500,25000,Mahesh Patil,Passive,0.5133815551537071,0.3165876777251184,0.44700460829493077,0.6359832635983264,0.9559322033898305,0.03581313708634276,51.0,759
L&T Index Large Cap Scheme - Regular Plan - IDCW,L&T Mutual Fund,Equity,Large Cap,Index,Moderately High,4,11.83,14.4,16.2,0.39,743.86,2354.17,7.1,1500,25000,Pranav Gokhale,Active,0.3030741410488246,0.28625592417061607,0.3572430374674413,0.12133891213389122,0.223728813559322,0.009402930512675517,51.0,760
Sundaram Growth Mid Cap Fund - Regular Plan - IDCW,Sundaram Mutual Fund,Equity,Mid Cap,Growth,Moderately High,3,23.04,27.31,28.56,1.6,181.22,499.36,2.3,1500,500,Jinesh Gopani,Active,0.5057866184448463,0.5921800947867297,0.6048887998397113,0.6276150627615062,0.06101694915254237,0.0019835875321949467,50.96,761
IDFC Emerging Small Cap Scheme - Regular Plan - Growth,IDFC Mutual Fund,Equity,Small Cap,Emerging,High,4,21.9,27.63,29.68,2.04,352.21,3590.83,15.9,2000,10000,Roshi Jain,Active,0.4851717902350814,0.5997630331753554,0.6273291925465837,0.8117154811715481,0.5220338983050848,0.014349639172991722,50.91,762
Axis Gift Children's Fund Plan - Direct Plan - IDCW,Axis Mutual Fund,Solution Oriented,Children's Fund,Gift,Moderate,4,17.4,14.58,11.74,1.12,319.94,5302.75,19.7,2500,1000,Kalpen Parekh,GARP,0.40379746835443037,0.29052132701421796,0.2678821879382889,0.42677824267782427,0.6508474576271187,0.021197414220109376,50.85,763
Bank of India Equity Arbitrage Arbitrage Scheme - Direct Plan - Growth,Bank of India Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,3,11.68,7.73,5.04,0.47,36.36,1668.59,19.2,1500,5000,Nimesh Chandan,Value,0.30036166365280287,0.12819905213270144,0.13364055299539168,0.15481171548117154,0.6338983050847458,0.0066605724487455885,50.85,764
SBI Balanced Advantage Aggressive Hybrid Plan - Regular Plan - Growth,SBI Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,High,4,21.67,15.78,14.655000000000001,0.56,221.64,24713.92,2.2,1500,1000,Divam Sharma,Income,0.48101265822784817,0.31895734597156394,0.3262873171709076,0.19246861924686193,0.057627118644067804,0.09884317194322656,50.85,765
Union Nifty 50 Index Fund Fund - Regular Plan - IDCW,Union Mutual Fund,Other,Index Fund,Nifty 50,Moderate,4,9.68,16.45,12.21,0.48,243.45,243.24,3.2,5000,10000,Prashant Jain,Income,0.26419529837251354,0.33483412322274875,0.27729913844920856,0.1589958158995816,0.09152542372881357,0.0009590933122151737,50.83,766
UTI Nifty 100 Index Fund Scheme - Direct Plan - IDCW,UTI Mutual Fund,Other,Index Fund,Nifty 100,Moderate,4,16.0,9.24,9.04,0.35,665.5,258.5,12.6,1000,5000,Atul Kumar,GARP,0.37848101265822787,0.16398104265402844,0.21378481266279298,0.10460251046025104,0.4101694915254237,0.0010201341594621334,50.83,767
Motilal Oswal Dynamic Multi Cap Plan - Regular Plan - Growth,Motilal Oswal Mutual Fund,Equity,Multi Cap,Dynamic,Moderate,3,14.33,14.32,13.88,0.95,557.44,29102.98,22.9,100,5000,Swarup Mohanty,Income,0.3482820976491863,0.2843601895734597,0.3107593668603486,0.35564853556485354,0.7593220338983051,0.1163996556272201,50.83,768
Quantum Diversified Multi Cap Scheme - Direct Plan - IDCW,Quantum Mutual Fund,Equity,Multi Cap,Diversified,High,3,24.3,25.22,25.07,1.64,310.83,770.03,13.6,100,1000,Ajay Tyagi,GARP,0.5285714285714286,0.5426540284360188,0.5349629332799037,0.6443514644351463,0.4440677966101695,0.003066282560001933,50.83,769
Bandhan Domestic Fund of Funds Plan - Regular Plan - IDCW,Bandhan Mutual Fund,Other,Fund of Funds,Domestic,Moderate,3,23.21,16.18,20.13,1.02,738.12,921.98,12.0,1000,500,Dhaval Gada,Growth,0.5088607594936709,0.3284360189573459,0.4359847725906631,0.38493723849372385,0.3898305084745763,0.00367409099638303,50.81,770
Edelweiss Banking & PSU Medium Duration Plan - Regular Plan - IDCW,Edelweiss Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,3,12.66,6.29,10.17,0.53,721.56,104.88,29.9,500,1000,Nimesh Chandan,Passive,0.3180831826401447,0.09407582938388626,0.23642556601883385,0.1799163179916318,0.9966101694915255,0.00040564563036134943,50.8,771
DSP Index Large Cap Scheme - Regular Plan - Growth,DSP Mutual Fund,Equity,Large Cap,Index,Moderate,2,15.45,11.38,13.27,0.5,405.64,1370.18,23.5,1000,5000,Neelesh Surana,Income,0.3685352622061483,0.2146919431279621,0.29853736726106983,0.16736401673640167,0.7796610169491526,0.005466915880792426,50.8,772
Sundaram Regular Savings Conservative Hybrid Scheme - Regular Plan - Growth,Sundaram Mutual Fund,Hybrid,Conservative Hybrid,Regular Savings,Moderate,3,13.97,11.8,16.44,0.49,49.56,2948.65,17.6,1500,10000,Taher Badshah,Blend,0.3417721518987342,0.2246445497630332,0.3620516930474854,0.1631799163179916,0.5796610169491526,0.011780883518663242,50.8,773
HDFC International Fund of Funds Fund - Regular Plan - IDCW,HDFC Mutual Fund,Other,Fund of Funds,International,High,3,9.62,13.43,9.1,0.33,201.84,795.67,21.7,1500,5000,Ajay Tyagi,Value,0.26311030741410485,0.26327014218009476,0.21498697655780402,0.09623430962343096,0.7186440677966102,0.0031688439835544915,50.79,774
IDFC Pension Retirement Plan - Direct Plan - IDCW,IDFC Mutual Fund,Solution Oriented,Retirement,Pension,Moderately High,5,16.09,14.36,13.24,0.95,616.84,7977.57,13.2,2500,25000,Sankaran Naren,Value,0.3801084990958409,0.28530805687203786,0.29793628531356436,0.35564853556485354,0.43050847457627117,0.03189684272817707,50.79,775
IDFC Value Thematic Scheme - Regular Plan - IDCW,IDFC Mutual Fund,Equity,Thematic,Value,Moderately High,4,26.94,26.56,27.28,1.94,646.3,224.94,4.4,5000,500,Neelesh Surana,Index,0.5763110307414105,0.5744075829383886,0.579242636746143,0.7698744769874476,0.13220338983050847,0.0008858922961850711,50.78,776
ICICI Prudential Discovery Mid Cap Fund - Regular Plan - IDCW,ICICI Prudential Mutual Fund,Equity,Mid Cap,Discovery,Moderately High,4,12.06,16.75,18.29,1.07,150.29,1030.49,20.8,500,10000,Manish Gunwani,Value,0.30723327305605785,0.34194312796208526,0.3991184131436585,0.40585774058577406,0.688135593220339,0.004108137020941851,50.77,777
Kotak Mahindra Sensex Index Fund Scheme - Direct Plan - IDCW,Kotak Mahindra Mutual Fund,Other,Index Fund,Sensex,Moderate,3,17.16,11.36,12.58,0.43,524.06,11477.94,13.0,2000,5000,Prashant Jain,GARP,0.3994575045207957,0.21421800947867295,0.28471248246844316,0.13807531380753138,0.423728813559322,0.045898517071416955,50.77,778
Mirae Asset Emerging Small Cap Plan - Regular Plan - IDCW,Mirae Asset Mutual Fund,Equity,Small Cap,Emerging,Very High,5,33.23,27.4,28.48,1.86,150.69,7662.51,1.2,500,5000,Anish Tawakley,GARP,0.6900542495479204,0.5943127962085307,0.6032859146463634,0.7364016736401674,0.02372881355932203,0.030636585235803076,50.75,779
Baroda BNP Paribas Equity Arbitrage Arbitrage Scheme - Regular Plan - IDCW,Baroda BNP Paribas Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,4,2.66,6.27,6.01,0.47,466.82,1479.02,26.7,100,5000,Chirag Setalvad,Blend,0.137251356238698,0.09360189573459715,0.1530755359647365,0.15481171548117154,0.888135593220339,0.0059022819236731,50.72,780
Union Diversified Multi Cap Plan - Regular Plan - Growth,Union Mutual Fund,Equity,Multi Cap,Diversified,Moderate,5,14.21,15.81,11.38,1.33,708.4,1739.78,20.1,2000,5000,Varun Goel,GARP,0.34611211573236894,0.31966824644549763,0.2606692045682228,0.5146443514644351,0.664406779661017,0.0069453364012692495,50.71,781
Mirae Asset Balanced Advantage Aggressive Hybrid Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,High,5,17.44,14.87,14.655000000000001,0.49,485.59,667.12,2.2,500,5000,Sohini Andani,Growth,0.40452079566003624,0.2973933649289099,0.3262873171709076,0.1631799163179916,0.057627118644067804,0.0026546368463594276,50.68,782
